index,id0,id1,id2,id3,id4,id5,id6,id7,id8,id9
34,0.78917974,0.71380854,0.09356564,0.26736826,0.21910262,0.82007235,0.8945063,0.7249693,0.6623368,0.61460704
35,0.7894069,0.71437883,0.09018853,0.27179188,0.1751751,0.82151586,0.89283234,0.72512156,0.66414994,0.61506486
36,0.7917807,0.71458125,0.091201454,0.27143985,0.17237884,0.82329214,0.8776246,0.7158374,0.669167,0.61650014
37,0.7978982,0.72019464,0.08602911,0.27586633,0.18383187,0.8257265,0.8784493,0.7115839,0.6753147,0.6273806
38,0.8101685,0.71836543,0.081722766,0.2750945,0.17984211,0.8241881,0.87011254,0.71171296,0.6792608,0.6308633
39,0.8197158,0.7159606,0.082757354,0.29151076,0.20080635,0.8256237,0.8694876,0.7141891,0.6846767,0.64245343
40,0.766451,0.7143192,0.08057693,0.29701912,0.18870887,0.8170347,0.8200165,0.6986302,0.675868,0.6318149
41,0.74679846,0.72319996,0.088008255,0.3214969,0.18788224,0.81815934,0.80725664,0.71295774,0.6771124,0.63709164
42,0.736748,0.7308069,0.09334111,0.3210931,0.21047193,0.81869864,0.80793595,0.7251586,0.680591,0.6426472
43,0.7542377,0.7305489,0.08665988,0.32491544,0.26450306,0.82023424,0.82649124,0.72931147,0.68357825,0.64260006
44,0.76423645,0.7335252,0.08488184,0.32263097,0.26779693,0.82960576,0.82855004,0.7030332,0.67666036,0.6469526
45,0.7731142,0.73203194,0.06571445,0.30892482,0.2581972,0.8368038,0.84280205,0.69835687,0.6671116,0.6384976
46,0.805141,0.72683376,0.048255414,0.32740605,0.25090104,0.84276867,0.8611593,0.7313785,0.656845,0.6391685
47,0.8327366,0.7266668,0.05422455,0.35062623,0.26266903,0.83790576,0.8552016,0.7388611,0.672571,0.64360636
48,0.8261565,0.7158046,0.06250593,0.354221,0.25183028,0.82935333,0.83074725,0.73439896,0.6942497,0.6260563
49,0.82683706,0.71320885,0.07096997,0.38688177,0.22938517,0.8291663,0.8044275,0.72751683,0.70739126,0.623766
50,0.80996406,0.7182612,0.07137835,0.3793136,0.21796131,0.828619,0.77305543,0.73399675,0.67743856,0.61547214
51,0.79584473,0.7156827,0.06675413,0.3702256,0.20534071,0.82752156,0.72558796,0.7249651,0.66755676,0.61719984
52,0.78928477,0.72647834,0.0669471,0.37918678,0.22525662,0.82378566,0.69697076,0.73440933,0.68297935,0.6310155
53,0.77685577,0.7241637,0.06352195,0.37296373,0.26915222,0.82564056,0.67494345,0.7328485,0.6903203,0.6510794
54,0.74143106,0.7235211,0.06306994,0.37774688,0.26693946,0.8269032,0.66085404,0.74276054,0.675455,0.6549939
55,0.70990866,0.7293568,0.06384438,0.3811513,0.2679227,0.838804,0.645358,0.7410956,0.66897446,0.67306924
56,0.7330046,0.7288351,0.06260687,0.38056538,0.2719474,0.8403871,0.63595915,0.75068533,0.6570727,0.6709173
57,0.72183704,0.72821313,0.06553978,0.38014543,0.26890916,0.834206,0.6283927,0.7546889,0.6404329,0.67742425
58,0.70238554,0.72764033,0.06590223,0.38260815,0.270419,0.8372576,0.62652504,0.7396616,0.61104476,0.6815973
59,0.69048315,0.7258096,0.06851524,0.38048792,0.2577297,0.837705,0.6261685,0.7426415,0.5986029,0.68689334
60,0.6881063,0.7210417,0.06818676,0.37896377,0.25263423,0.8366945,0.6301599,0.72927326,0.58954203,0.6842642
61,0.65783143,0.71827394,0.06461918,0.400573,0.25279185,0.83325243,0.6223981,0.72762305,0.5824955,0.6707848
62,0.64248276,0.72815216,0.061858684,0.39467987,0.26534742,0.8376948,0.6014818,0.719392,0.5933898,0.6520514
63,0.6282903,0.73369914,0.06025949,0.40133065,0.27854776,0.83396214,0.57601106,0.7237929,0.5928239,0.6292707
64,0.61068755,0.72895193,0.060142845,0.40029705,0.28126973,0.8356182,0.569595,0.73491436,0.61199677,0.62816375
65,0.60656804,0.72923,0.062405348,0.3986656,0.2851476,0.8335245,0.57041836,0.73569703,0.6154319,0.62378335
66,0.58885175,0.71781456,0.064263195,0.40505087,0.2914019,0.8324789,0.5753222,0.7372284,0.5953609,0.6204703
67,0.57843125,0.70632297,0.067946374,0.4077152,0.3089676,0.82869256,0.5851015,0.73421043,0.59526134,0.6152988
68,0.5566912,0.73239803,0.06954351,0.4065051,0.31494838,0.81948185,0.5858289,0.74854517,0.61998886,0.62067926
69,0.55443513,0.73565096,0.0712738,0.40433952,0.31429553,0.81622434,0.5777336,0.7557906,0.61326444,0.6253398
70,0.5604003,0.72450936,0.07196981,0.4037754,0.32179648,0.8135518,0.56407386,0.74126625,0.6102697,0.6279826
71,0.5647402,0.7220231,0.07387099,0.3952511,0.32670522,0.8104959,0.576413,0.7443031,0.6084543,0.6344522
72,0.5775816,0.71695495,0.077394485,0.39608648,0.33461937,0.8109145,0.5820448,0.743646,0.64722776,0.6310099
73,0.5813507,0.7213867,0.07809955,0.395886,0.36026168,0.80961704,0.60321957,0.747194,0.63911104,0.6282766
74,0.5951455,0.70672727,0.07833126,0.3947699,0.3519307,0.8081993,0.62430423,0.74051297,0.6064492,0.6208668
75,0.60863316,0.70845973,0.07049647,0.3935331,0.32644948,0.81391007,0.6532959,0.7379081,0.59780824,0.61514574
76,0.6378473,0.7086646,0.066714466,0.39499253,0.31388363,0.8263757,0.68975145,0.738575,0.6516858,0.6219239
77,0.6461589,0.7111864,0.06286955,0.38436037,0.2964178,0.83083004,0.7037717,0.7380066,0.65794617,0.60633165
78,0.6807658,0.72605467,0.059597105,0.38532275,0.30409127,0.8362604,0.73558235,0.75008667,0.6556472,0.62530404
79,0.7184443,0.72797,0.056789517,0.38809925,0.33707318,0.839729,0.7617262,0.74983114,0.6790183,0.6130353
80,0.74637127,0.71824586,0.05110255,0.38232204,0.35314876,0.82984513,0.7868699,0.7358802,0.6813818,0.6222908
81,0.7591448,0.72415996,0.052727193,0.37393385,0.3647158,0.8253555,0.77707255,0.7320721,0.67636037,0.6136132
82,0.7632046,0.7224065,0.05973822,0.36572722,0.36952424,0.8138294,0.8013104,0.7314404,0.66629493,0.60599524
83,0.7608843,0.70775056,0.054226458,0.3441735,0.3773514,0.8132057,0.80905056,0.7206961,0.66404533,0.5984546
84,0.77176845,0.70342106,0.054798275,0.34917837,0.3770951,0.82749337,0.8279078,0.7170161,0.6671271,0.6065904
85,0.75508785,0.69883204,0.055095762,0.35831696,0.353689,0.8234143,0.82466435,0.71421117,0.6682067,0.6028281
86,0.77175474,0.70812094,0.055158168,0.36119515,0.3729924,0.8162865,0.82472765,0.72200745,0.6712743,0.59079254
87,0.7722018,0.7102736,0.05532062,0.34853634,0.32873225,0.8164668,0.83237195,0.71864176,0.67404085,0.5946914
88,0.7745605,0.71157765,0.054684043,0.35231292,0.36410165,0.8261241,0.8352488,0.71974933,0.66802144,0.5925689
89,0.7919467,0.7132901,0.054049075,0.36007562,0.31983367,0.83079636,0.8411883,0.7274084,0.67827487,0.6036069
90,0.78691137,0.71327096,0.05141169,0.36735263,0.29946047,0.8301085,0.84277344,0.72863954,0.6864317,0.6045621
91,0.786942,0.7117288,0.04964593,0.37537777,0.2583799,0.8237052,0.8419549,0.7218102,0.6867259,0.6069995
92,0.7814125,0.71179223,0.04948744,0.36087057,0.25003874,0.823179,0.8501047,0.7211336,0.6811788,0.607946
93,0.7895844,0.7105183,0.048779696,0.34127694,0.30675936,0.82577646,0.8632089,0.72609687,0.6817547,0.6128236
94,0.7831644,0.7079486,0.04991436,0.3333965,0.3012367,0.82943887,0.8905003,0.72891176,0.6862649,0.61230165
95,0.7739786,0.7074015,0.05110228,0.32210702,0.3497392,0.8302349,0.89889,0.7292784,0.68813586,0.6105855
96,0.77060467,0.7045693,0.049563736,0.32028806,0.35716218,0.82961094,0.92124915,0.7266017,0.6875038,0.60721624
97,0.7759652,0.7062725,0.048092216,0.3125981,0.37757272,0.83483267,0.9294894,0.7278406,0.69067776,0.60702205
98,0.78385574,0.7073289,0.047974557,0.3075366,0.3648172,0.8343164,0.9452471,0.7283281,0.689588,0.6069244
99,0.784583,0.7108348,0.049567312,0.29619667,0.37784332,0.83304036,0.9519902,0.7301473,0.69144946,0.6088991
100,0.7786381,0.70958817,0.04836431,0.29544443,0.3797968,0.8275901,0.9667676,0.72944814,0.68954647,0.6087109
101,0.78075373,0.707291,0.047167152,0.29845437,0.41244382,0.82796866,0.96897674,0.72901523,0.68697226,0.6080623
102,0.78460205,0.70729643,0.045704275,0.29986885,0.45263302,0.8328209,0.97844976,0.72928244,0.68536043,0.60821974
103,0.7865122,0.71027476,0.04580465,0.30861813,0.504671,0.8331312,0.9784456,0.7331711,0.68847704,0.61119294
104,0.783866,0.70915306,0.04577425,0.30894732,0.50472534,0.83235097,0.98409295,0.7313495,0.68712443,0.61032367
105,0.78438556,0.7103974,0.04615444,0.30649024,0.5255778,0.8345089,0.9823191,0.73077875,0.6887124,0.61192656
106,0.7848696,0.7106194,0.048618287,0.31349275,0.50503206,0.8336448,0.98627996,0.7315172,0.6895553,0.61348
107,0.78452456,0.7103283,0.04883945,0.32293746,0.5077312,0.8329991,0.9850712,0.73309183,0.69234693,0.61472
108,0.7850644,0.7085755,0.049196213,0.32071108,0.50838643,0.83275753,0.98980653,0.73254,0.69234926,0.6152258
109,0.7848511,0.7083062,0.048954755,0.32899964,0.51424515,0.83126426,0.9885282,0.7315875,0.69172186,0.6164617
110,0.7806685,0.7054944,0.04904756,0.32439995,0.50800186,0.82786894,0.99122614,0.7279793,0.6904028,0.61484575
111,0.7801705,0.70423776,0.048865408,0.32447556,0.5027689,0.82738554,0.98974216,0.72687125,0.69007736,0.61420435
112,0.7767876,0.70286024,0.048834622,0.33631477,0.4999695,0.8264884,0.99169856,0.723194,0.68900305,0.61281925
113,0.77414,0.70345986,0.04849702,0.35455033,0.49855897,0.82650673,0.99056196,0.72240233,0.6884196,0.6138484
114,0.7736342,0.7007601,0.04562834,0.35371765,0.49077794,0.82656276,0.9904596,0.7197635,0.68700254,0.6131582
115,0.778881,0.69805795,0.045117855,0.35624367,0.47742775,0.83137715,0.9883975,0.71887016,0.68499166,0.6113504
116,0.7790553,0.6983351,0.045470774,0.35500526,0.47426495,0.8309461,0.9870497,0.71770597,0.6866576,0.6133802
117,0.7736213,0.6959976,0.04486704,0.34848833,0.46773067,0.82778937,0.9878104,0.7121431,0.6855877,0.6127696
118,0.76984465,0.6895477,0.04188308,0.34914017,0.4762955,0.82578945,0.986779,0.7057637,0.67951584,0.60627127
119,0.7815462,0.6905805,0.042565614,0.34498364,0.4744027,0.8354025,0.9859063,0.71239173,0.68071795,0.6033539
120,0.7919005,0.69594324,0.03958243,0.34997553,0.48803344,0.8428671,0.98455703,0.71907413,0.68624437,0.60273737
121,0.7844567,0.69110674,0.05306828,0.3593313,0.47038662,0.8368838,0.98147523,0.710696,0.68263173,0.59717953
122,0.7929131,0.6958861,0.06689525,0.36196303,0.4793571,0.8395512,0.977165,0.7163752,0.68633527,0.60188806
123,0.791799,0.6948725,0.074546784,0.36444923,0.4693442,0.8271264,0.9754857,0.7141329,0.6844429,0.60189676
124,0.7413515,0.64149153,0.08091888,0.33298406,0.4311254,0.782816,0.9732739,0.659534,0.63301903,0.5583331
125,0.7788321,0.665962,0.12688518,0.37668902,0.47712302,0.8166143,0.97563803,0.68951195,0.65691924,0.5769863
126,0.8282534,0.75301665,0.17923221,0.47317296,0.61472285,0.84882915,0.9320334,0.77082825,0.7470499,0.68780816
127,0.72732794,0.70032185,0.27079642,0.47980955,0.617769,0.73211557,0.77406764,0.70937884,0.697637,0.66646063
128,0.766429,0.6394228,0.12166038,0.30355632,0.1982046,0.58140534,0.99510217,0.5232792,0.5561267,0.530268
129,0.80944633,0.6938464,0.06255436,0.22809291,0.11510721,0.63307303,0.995731,0.5754606,0.6093403,0.5853138
130,0.7955358,0.6815713,0.06935331,0.22701997,0.115205735,0.6221537,0.99523604,0.57747966,0.60249937,0.58189994
131,0.822453,0.69642526,0.06332812,0.21642932,0.10979983,0.63285244,0.99441206,0.5868612,0.61184025,0.5894217
132,0.828662,0.70393395,0.07175109,0.22855607,0.12578228,0.6392301,0.9937926,0.6048108,0.62369126,0.60065174
133,0.8344938,0.7077356,0.07680997,0.23874703,0.1483874,0.64582455,0.9943718,0.6180298,0.6351745,0.60796285
134,0.83656085,0.7008523,0.072208405,0.22862199,0.15711898,0.63820505,0.9943062,0.6194582,0.63446456,0.6026098
135,0.83626705,0.6980394,0.07146275,0.22525361,0.17094302,0.6351103,0.99395996,0.6218451,0.63467056,0.60021406
136,0.82486904,0.6939218,0.07168046,0.22610843,0.17758667,0.6304151,0.9923608,0.62773186,0.63369125,0.597986
137,0.823266,0.69407105,0.068911284,0.23130864,0.18972075,0.6291245,0.99184597,0.63051665,0.63571733,0.5986635
138,0.8243965,0.6982373,0.06630018,0.25105974,0.20664474,0.62894046,0.9895804,0.63877374,0.640654,0.60223824
139,0.8286649,0.7023274,0.068455935,0.2823361,0.21027109,0.62818426,0.9899175,0.64545053,0.64395636,0.6042045
140,0.82971203,0.70275664,0.065656364,0.30608323,0.2081069,0.64739144,0.9886986,0.6504933,0.6435685,0.601826
141,0.82831514,0.7058649,0.06443718,0.3486781,0.2304681,0.6751677,0.987934,0.65421915,0.6448312,0.60171586
142,0.8286114,0.71090907,0.062075883,0.36009175,0.29495138,0.7240235,0.98533857,0.6622426,0.64969206,0.60498136
143,0.8309287,0.7103939,0.061273366,0.39390624,0.37689677,0.7655384,0.9855145,0.66657794,0.6506978,0.60585994
144,0.83323014,0.70926166,0.0577299,0.42298087,0.4422648,0.80104375,0.9841366,0.6708855,0.6534355,0.6068227
145,0.8349837,0.7104398,0.054972857,0.42854908,0.506011,0.81868875,0.9820114,0.672319,0.6537601,0.60692203
146,0.8359177,0.71185356,0.058026224,0.424203,0.5530616,0.82851684,0.97749925,0.67719203,0.656356,0.6102961
147,0.8350272,0.71290576,0.060975492,0.3769879,0.5326417,0.8337921,0.977062,0.6822093,0.6571581,0.6105525
148,0.83650076,0.71346587,0.06062463,0.31108284,0.35403684,0.8357886,0.9724263,0.6891247,0.65899897,0.61387837
149,0.8363371,0.711404,0.06376949,0.25717464,0.21626344,0.83148724,0.9711933,0.69183683,0.65961146,0.6144895
150,0.8337507,0.71161395,0.07106936,0.2629751,0.17780098,0.83137167,0.96825886,0.69388336,0.66141754,0.61504877
151,0.83397484,0.7125039,0.074275315,0.2698719,0.14555576,0.8364825,0.9676863,0.7015702,0.6611163,0.6142107
152,0.8346658,0.7138318,0.07586306,0.26891893,0.14622647,0.84296405,0.96283627,0.70944357,0.6590075,0.6148621
153,0.8381146,0.7177496,0.07838541,0.26023352,0.15429947,0.84864247,0.9596468,0.7116924,0.65890133,0.614089
154,0.8411024,0.72150314,0.08031547,0.23874357,0.15510824,0.85465384,0.9575905,0.7126295,0.6641163,0.61786747
155,0.84084654,0.72304016,0.08482805,0.22508314,0.16411892,0.8570379,0.9546807,0.713904,0.66257936,0.61537457
156,0.8465835,0.72361493,0.09137839,0.24316028,0.208296,0.8609991,0.9545298,0.7190297,0.66492164,0.61350113
157,0.8444743,0.72380424,0.09700343,0.23407835,0.2599907,0.8601357,0.9519946,0.72628695,0.66590285,0.6159854
158,0.8423021,0.72221965,0.09377164,0.22180197,0.29412097,0.8576012,0.9497453,0.7322514,0.66770923,0.61565983
159,0.84282684,0.7283009,0.08645755,0.2194955,0.30810398,0.858102,0.94834447,0.73103607,0.6682733,0.6137985
160,0.85248053,0.73407507,0.079690516,0.22460395,0.27521977,0.8584567,0.9498967,0.7344018,0.6726391,0.6124676
161,0.8453964,0.73104435,0.075930625,0.22222063,0.21490821,0.85810363,0.94324505,0.7334157,0.67101747,0.60764927
162,0.839213,0.728145,0.075516015,0.21301028,0.17783698,0.8583274,0.9316376,0.7411541,0.66923493,0.6120302
163,0.8411542,0.7238891,0.0722464,0.20602274,0.13688079,0.85851336,0.92684865,0.74328727,0.66895384,0.6082605
164,0.8376316,0.7251306,0.07357076,0.20527536,0.12890658,0.8606692,0.9168353,0.7428888,0.6703011,0.61139464
165,0.84509844,0.72995913,0.069559455,0.2061384,0.12905252,0.86221933,0.9098965,0.7367346,0.669174,0.6163003
166,0.8531842,0.73161656,0.066794336,0.2030012,0.12570164,0.863019,0.9071308,0.7381251,0.6726218,0.6138732
167,0.8454198,0.71954626,0.06846318,0.21029335,0.1338819,0.860579,0.9006635,0.7287379,0.6702299,0.6135552
168,0.83062243,0.7143705,0.06788269,0.21596465,0.13031435,0.8562019,0.8762918,0.7035715,0.6658066,0.6038864
169,0.826526,0.71974003,0.06996006,0.22955382,0.1367473,0.8553183,0.8737905,0.7182471,0.66443723,0.6146357
170,0.7932526,0.7279466,0.07695317,0.23450524,0.17261174,0.8536736,0.8500511,0.72637033,0.6710751,0.6266273
171,0.8098551,0.72746146,0.08019829,0.24644509,0.2359989,0.857744,0.8637841,0.73004174,0.68473035,0.64058554
172,0.79401666,0.72656304,0.092413664,0.24772587,0.26589125,0.855485,0.8257115,0.69790155,0.6795572,0.63706166
173,0.7955836,0.71983933,0.07404339,0.23941058,0.24410397,0.8600246,0.8169508,0.69591635,0.6645094,0.6068933
174,0.780216,0.7173779,0.047708333,0.23107478,0.20879954,0.87042356,0.7981905,0.6992593,0.64786834,0.59809667
175,0.8036364,0.7167721,0.046468407,0.23249829,0.20428136,0.8673717,0.7687988,0.70807076,0.6816148,0.6039673
176,0.7872417,0.7110952,0.05480209,0.25616503,0.20445123,0.86073685,0.72436523,0.7001286,0.6767402,0.60758245
177,0.7632427,0.7136494,0.06554338,0.28161883,0.18915275,0.8593206,0.6698353,0.6930866,0.6738645,0.6194539
178,0.7425852,0.7225344,0.06600931,0.2769689,0.17292064,0.8597362,0.6250021,0.70663035,0.6244926,0.60272145
179,0.716746,0.72140336,0.062021643,0.27580988,0.17411107,0.856036,0.5444572,0.699484,0.604993,0.6070833
180,0.68334544,0.7256131,0.061712265,0.27367678,0.20237571,0.8546874,0.49707347,0.7223742,0.608406,0.60376245
181,0.609508,0.7211826,0.058614105,0.26861846,0.23368046,0.85123837,0.46730974,0.7237636,0.63144565,0.62207437
182,0.5737072,0.72007924,0.058656543,0.26927894,0.21993643,0.84391165,0.46623412,0.75484794,0.6105209,0.60997474
183,0.57420075,0.73236805,0.05922818,0.2649539,0.21350959,0.855327,0.4523038,0.7527237,0.5649346,0.614911
184,0.61397785,0.72568715,0.05924785,0.2675029,0.20045602,0.8599576,0.44075224,0.7615521,0.54667705,0.60764915
185,0.62154585,0.71871877,0.061258405,0.27840257,0.18531337,0.8560997,0.4275637,0.7500131,0.5366846,0.6174675
186,0.62205535,0.71886116,0.062098622,0.29294068,0.17499208,0.8588499,0.42573443,0.7432859,0.50200176,0.6246245
187,0.6018764,0.71601826,0.063807964,0.29791266,0.16098392,0.8585859,0.42608985,0.746866,0.47993937,0.626922
188,0.5875774,0.7193341,0.061953425,0.2891158,0.1588004,0.85799116,0.4305287,0.72429466,0.46519667,0.5974295
189,0.5530376,0.7246396,0.058187842,0.28731406,0.1679877,0.85848546,0.41522056,0.72432625,0.45303777,0.5572561
190,0.529025,0.73285353,0.054563403,0.28522342,0.17942163,0.8650122,0.39032078,0.71213675,0.4738864,0.5151771
191,0.48984408,0.7304042,0.05305159,0.2974543,0.18835306,0.86491704,0.35762635,0.72224325,0.5000179,0.48161665
192,0.46585852,0.721316,0.0541932,0.30606043,0.1909743,0.86726743,0.36037174,0.7280774,0.53063464,0.4662024
193,0.46695408,0.7182894,0.05685836,0.31588936,0.19360614,0.86361086,0.38097098,0.7307452,0.5285017,0.46253982
194,0.45544696,0.7090586,0.05863279,0.31288326,0.21067297,0.8652247,0.38824725,0.73835796,0.49502492,0.45176536
195,0.42478603,0.717525,0.06060952,0.30487663,0.23769632,0.8619535,0.3972023,0.7368127,0.49071932,0.44174206
196,0.43718874,0.7320865,0.06181726,0.30256274,0.25527775,0.8570802,0.39946803,0.743744,0.5189358,0.44349337
197,0.4712582,0.7298955,0.06279746,0.30174205,0.2660743,0.8556113,0.39002368,0.747838,0.53343445,0.45817786
198,0.4777869,0.7345883,0.06230557,0.2991821,0.26783192,0.854107,0.38308743,0.7387965,0.53740066,0.46537417
199,0.48422793,0.7324013,0.06428051,0.290739,0.2670541,0.8510814,0.3876372,0.74007976,0.5465762,0.47914952
200,0.4936545,0.72040623,0.06652084,0.29069245,0.2626692,0.85213226,0.39760533,0.7368086,0.5876255,0.49999872
201,0.4950394,0.7284933,0.06691164,0.2950716,0.2545328,0.8514499,0.43073866,0.73832965,0.56146836,0.51743084
202,0.49003604,0.720309,0.070405334,0.3124113,0.24640599,0.848241,0.43203127,0.7424483,0.5510685,0.53984445
203,0.5113187,0.7173412,0.06628427,0.31976265,0.2303792,0.85011053,0.46668842,0.74019176,0.5898031,0.54645437
204,0.5256547,0.71238875,0.0646745,0.31692123,0.22339913,0.85129184,0.50655615,0.7364598,0.65630597,0.5729669
205,0.55627567,0.7130816,0.0618726,0.30767637,0.2175754,0.8555018,0.5717762,0.73956436,0.6672528,0.56121796
206,0.5802593,0.71984357,0.065555006,0.3081237,0.22250962,0.8582306,0.60544395,0.74879116,0.6644926,0.59167904
207,0.64169884,0.712483,0.067159355,0.3068356,0.25422084,0.86005,0.6506881,0.74770206,0.66440165,0.58636934
208,0.704163,0.70199513,0.05157405,0.29260635,0.26372248,0.8553002,0.736411,0.7365477,0.67313707,0.6066129
209,0.7417498,0.7084134,0.05117044,0.29461187,0.28591156,0.85295033,0.75244474,0.7402561,0.677081,0.607225
210,0.78928983,0.7155679,0.057305753,0.30191112,0.29621202,0.84379077,0.8187417,0.73836464,0.68647283,0.6195493
211,0.7854339,0.7073928,0.05168116,0.29286253,0.29007554,0.856167,0.82856953,0.7255849,0.6885944,0.6209986
212,0.8125272,0.70592463,0.05122608,0.2914539,0.2828433,0.86845106,0.8586901,0.72199607,0.69427997,0.6191445
213,0.7936697,0.71427226,0.053697824,0.29633665,0.28310266,0.8628044,0.8484397,0.72492445,0.6942199,0.6071836
214,0.81727934,0.7203119,0.054955423,0.29358572,0.28083825,0.8572461,0.85642695,0.737779,0.6964582,0.5994856
215,0.81750906,0.7219448,0.052874327,0.27943295,0.22670963,0.8593151,0.8671347,0.7416867,0.6877016,0.60291684
216,0.81027097,0.7188756,0.048567086,0.286323,0.23478279,0.86100894,0.8602656,0.73740125,0.6791284,0.598158
217,0.82615626,0.72081554,0.046815813,0.29955924,0.19529557,0.86757624,0.87007946,0.7423749,0.688457,0.6074549
218,0.8243891,0.7219633,0.046236604,0.31145513,0.17475757,0.8733344,0.8775356,0.7476532,0.6966776,0.605446
219,0.8240851,0.72494394,0.04366362,0.3100631,0.15519509,0.86692095,0.8803047,0.74453264,0.6901036,0.59984124
220,0.8137674,0.728007,0.04377392,0.2888426,0.15314636,0.86559266,0.88000834,0.74286544,0.68658113,0.59924364
221,0.8179487,0.72596234,0.043105155,0.2680091,0.19234234,0.8701,0.8962424,0.74630153,0.6911479,0.60033566
222,0.81751525,0.72462976,0.045045704,0.26127312,0.19749823,0.87457037,0.9126973,0.74822354,0.69535947,0.60380256
223,0.80959654,0.71974105,0.04785621,0.2587982,0.22943151,0.870499,0.92339516,0.7466037,0.69739586,0.602274
224,0.8060497,0.71244246,0.047294587,0.2526292,0.23852971,0.8661883,0.938935,0.7424647,0.6931118,0.59458613
225,0.81251746,0.71091235,0.045690536,0.24269176,0.24859819,0.8705589,0.9484728,0.7419643,0.6895572,0.59438
226,0.819651,0.710772,0.044728905,0.23005632,0.24105632,0.8749777,0.95908636,0.74128413,0.6882957,0.5941194
